"","name","birthYear","birthDate","gender","birthplace","dates"
"1301","Jim Nahrgang","1951-01-01T00:00:00+02:00","1951-04-17","male","{Ontario|Canada|Perth East Ontario}",1951-04-17
"1302","Jim Witherspoon","1951-01-01T00:00:00+02:00","1951-10-03","","{Ontario|Toronto|Canada}",1951-10-03
"1303","Jocelyn Guevremont","1951-01-01T00:00:00+02:00","1951-03-01","male","{Canada|Montreal|Quebec}",1951-03-01
"1304","Neil Komadoski (ice hockey b. 1951)","1951-01-01T00:00:00+02:00","1951-11-05","male","{Manitoba|Winnipeg|Canada}",1951-11-05
"1305","Normand Cournoyer","1951-01-01T00:00:00+02:00","1951-03-17","male","{Drummondville|Canada|Quebec}",1951-03-17
"1306","Chuck Arnason","1951-01-01T00:00:00+02:00","1951-07-15","","{Manitoba|Ashern Manitoba|Canada}",1951-07-15
"1307","Camille LaPierre","1951-01-01T00:00:00+02:00","1951-02-08","male","{Canada|Chicoutimi|Quebec}",1951-02-08
"1308","Wayne King (ice hockey)","1951-01-01T00:00:00+02:00","1951-09-04","","{Ontario|Midland Ontario|Canada}",1951-09-04
"1309","Corky de Graauw","1951-01-01T00:00:00+02:00","1951-02-23","male","{Canada|Bladel}",1951-02-23
"1310","Craig Ramsay","1951-01-01T00:00:00+02:00","1951-03-17","","{Ontario|Weston Ontario|Canada}",1951-03-17
"1311","Dan Spring (ice hockey)","1951-01-01T00:00:00+02:00","1951-10-31","male","{British Columbia|Canada|Rossland British Columbia}",1951-10-31
"1312","Ken Hitchcock","1951-01-01T00:00:00+02:00","1951-12-17","male","{Alberta|Edmonton|Canada}",1951-12-17
"1313","Jack Lynch (ice hockey)","1952-01-01T00:00:00+02:00","1952-05-28","","{Ontario|Toronto|Canada}",1952-05-28
"1314","Jack McIlhargey","1952-01-01T00:00:00+02:00","1952-03-07","male","{Alberta|Edmonton|Canada}",1952-03-07
"1315","Jacques Martin (ice hockey)","1952-01-01T00:00:00+02:00","1952-10-01","male","{Ontario|Clarence-Rockland|Canada}",1952-10-01
"1316","Jacques Richard","1952-01-01T00:00:00+02:00","1952-10-07","male","{Quebec City|Canada|Quebec}",1952-10-07
"1317","Terry Ryan (ice hockey born 1952)","1952-01-01T00:00:00+02:00","1952-09-10","","{Newfoundland and Labrador|Grand Falls-Windsor|Canada}",1952-09-10
"1318","Terry Smith (ice hockey)","1952-01-01T00:00:00+02:00","1952-06-30","male","{Alberta|Edmonton|Canada}",1952-06-30
"1319","Tim Jacobs","1952-01-01T00:00:00+02:00","1952-03-28","","{Ontario|Keswick Ontario|Canada}",1952-03-28
"1320","Tom Bladon","1952-01-01T00:00:00+02:00","1952-12-29","male","{Alberta|Edmonton|Canada}",1952-12-29
"1321","Graham James (ice hockey)","1952-01-01T00:00:00+02:00","1952-02-07","","{Prince Edward Island|Summerside Prince Edward Island|Canada}",1952-02-07
"1322","Yves Archambault","1952-01-01T00:00:00+02:00","1952-06-22","male","{Canada|Montreal|Quebec}",1952-06-22
"1323","Yves Bélanger","1952-01-01T00:00:00+02:00","1952-09-30","male","{Baie-Comeau|Canada|Quebec}",1952-09-30
"1324","Yves Bergeron","1952-01-01T00:00:00+02:00","1952-01-11","male","{Malartic Quebec|Canada|Quebec}",1952-01-11
"1325","Garry Howatt","1952-01-01T00:00:00+02:00","1952-09-26","male","{Alberta|Canada|Grand Centre Alberta}",1952-09-26
"1326","Gary Winchester","1952-01-01T00:00:00+02:00","1952-09-08","male","{Alberta|Canada|Calgary}",1952-09-08
"1327","Paul Menard (ice hockey)","1952-01-01T00:00:00+02:00","1952-05-22","","{Canada|Quebec|Chambord Quebec}",1952-05-22
"1328","Paul Shakes","1952-01-01T00:00:00+02:00","1952-09-04","","{Ontario|Collingwood Ontario|Canada}",1952-09-04
"1329","Peter McNab","1952-01-01T00:00:00+02:00","1952-05-08","","{British Columbia|Vancouver|Canada}",1952-05-08
"1330","Denis Herron","1952-01-01T00:00:00+02:00","1952-06-18","","{Canada men's national ice hockey team|Chambly Quebec|Canada|Quebec}",1952-06-18
"1331","Denis Meloche","1952-01-01T00:00:00+02:00","1952-06-19","male","{Canada|Montreal|Quebec}",1952-06-19
"1332","Dennis McCord (ice hockey)","1952-01-01T00:00:00+02:00","1952-07-28","","{Ontario|Chatham-Kent|Canada}",1952-07-28
"1333","Don Howse","1952-01-01T00:00:00+02:00","1952-07-28","","{Newfoundland and Labrador|Grand Falls-Windsor|Canada}",1952-07-28
"1334","Don Lever","1952-01-01T00:00:00+02:00","1952-11-14","","{Ontario|Canada|Neighbourhoods in Timmins}",1952-11-14
"1335","Don Martineau","1952-01-01T00:00:00+02:00","1952-04-25","male","{British Columbia|Canada|Kimberley British Columbia}",1952-04-25
"1336","Rychard Campeau","1952-01-01T00:00:00+02:00","1952-04-09","male","{Canada|Montreal|Quebec}",1952-04-09
"1337","Michel Boudreau","","1952-09-26","","{Canada|Asbestos Quebec|Quebec}",1952-09-26
"1338","Michel Plante","1952-01-01T00:00:00+02:00","1952-01-19","male","{Drummondville|Canada|Quebec}",1952-01-19
"1339","Mike Amodeo","1952-01-01T00:00:00+02:00","1952-06-22","male","{Ontario|Toronto|Canada}",1952-06-22
"1340","Mike Ford (ice hockey)","1952-01-01T00:00:00+02:00","1952-07-26","","{Ontario|Ottawa|Canada}",1952-07-26
"1341","Mike Veisor","1952-01-01T00:00:00+02:00","1952-08-25","male","{Ontario|Toronto|Canada}",1952-08-25
"1342","Steve Shutt","1952-01-01T00:00:00+02:00","1952-07-01","male","{Ontario|North York|Canada|Willowdale Toronto}",1952-07-01
"1343","Steve Stone (ice hockey)","1952-01-01T00:00:00+02:00","1952-09-26","","{Ontario|Toronto|Canada}",1952-09-26
"1344","Kirk Bowman","1952-01-01T00:00:00+02:00","1952-09-30","male","{Ontario|Leamington Ontario|Canada}",1952-09-30
"1345","Larry Bolonchuk","1952-01-01T00:00:00+02:00","1952-02-26","male","{Manitoba|Winnipeg|Canada}",1952-02-26
"1346","Larry Carriere","1952-01-01T00:00:00+02:00","1952-01-30","male","{Canada|Montreal|Quebec}",1952-01-30
"1347","Larry Gould (ice hockey)","1952-01-01T00:00:00+02:00","1952-08-16","male","{Ontario|Alliston|Canada}",1952-08-16
"1348","Larry Israelson","1952-01-01T00:00:00+02:00","1952-08-02","male","{Alberta|Canada|Didsbury Alberta}",1952-08-02
"1349","Dwight Bialowas","1952-01-01T00:00:00+02:00","1952-09-08","male","{Saskatchewan|Regina Saskatchewan|Canada}",1952-09-08
"1350","Ed Gilbert (ice hockey)","1952-01-01T00:00:00+02:00","1952-03-12","male","{Hamilton Ontario|Ontario|Canada}",1952-03-12
"1351","Pat Boutette","1952-01-01T00:00:00+02:00","1952-03-01","","{Ontario|Windsor Ontario|Canada}",1952-03-01
"1352","Randy Osburn","1952-01-01T00:00:00+02:00","1952-11-26","","{Ontario|Collingwood Ontario|Canada}",1952-11-26
"1353","Ray Delorenzi","1952-01-01T00:00:00+02:00","1952-06-14","","{Ontario|Canada|Sault Ste. Marie Ontario}",1952-06-14
"1354","Rich Preston","1952-01-01T00:00:00+02:00","1952-05-22","male","{Saskatchewan|Regina Saskatchewan|Canada}",1952-05-22
"1355","Phil Russell (ice hockey)","1952-01-01T00:00:00+02:00","1952-07-21","male","{Alberta|Edmonton|Canada}",1952-07-21
"1356","Pierre Guité","1952-01-01T00:00:00+02:00","1952-04-17","male","{Canada|Montreal|Quebec}",1952-04-17
"1357","Pierre Hamel","1952-01-01T00:00:00+02:00","1952-09-16","male","{Canada|Montreal|Quebec}",1952-09-16
"1358","Pierre Henry (ice hockey)","1952-01-01T00:00:00+02:00","1952-03-10","","{Canada|Montreal|Quebec}",1952-03-10
"1359","Pierre Viau","1952-01-01T00:00:00+02:00","1952-01-29","","{Canada|Montreal|Quebec}",1952-01-29
"1360","Réjean Giroux","1952-01-01T00:00:00+02:00","1952-09-13","male","{Quebec City|Canada|Quebec}",1952-09-13
"1361","Al Blanchard","1952-01-01T00:00:00+02:00","1952-06-12","male","{Ontario|Canada|Greater Sudbury}",1952-06-12
"1362","Al MacAdam","1952-01-01T00:00:00+02:00","1952-03-16","male","{Prince Edward Island|Canada|Charlottetown}",1952-03-16
"1363","Alan MacKenzie (ice hockey)","1952-01-01T00:00:00+02:00","1952-02-02","","{Ontario|Windsor Ontario|Canada}",1952-02-02
"1364","Richard Brodeur","1952-01-01T00:00:00+02:00","1952-09-15","","{Canada|Longueuil|Quebec}",1952-09-15
"1365","Ted Lenssen","1952-01-01T00:00:00+02:00","1952-05-17","male","{Ontario|Canada|Oakville}",1952-05-17
"1366","Danny Gruen","1952-01-01T00:00:00+02:00","1952-06-26","male","{Ontario|Canada|Thunder Bay}",1952-06-26
"1367","Dave Gardner (ice hockey)","1952-01-01T00:00:00+02:00","1952-08-23","","{Ontario|Toronto|Canada}",1952-08-23
"1368","Dave Henderson (ice hockey)","1952-01-01T00:00:00+02:00","1952-03-03","","{Manitoba|Winnipeg|Canada}",1952-03-03
"1369","Dave Leslie Kelly","1952-01-01T00:00:00+02:00","1952-09-20","male","{Ontario|Canada|Wallaceburg}",1952-09-20
"1370","Dave McLelland","1952-01-01T00:00:00+02:00","1952-11-20","","{British Columbia|Penticton|Canada}",1952-11-20
"1371","Dave Murphy (ice hockey)","1952-01-01T00:00:00+02:00","1952-04-16","male","{Moncton|New Brunswick|Canada}",1952-04-16
"1372","Dave Walter (ice hockey)","1952-01-01T00:00:00+02:00","1952-05-06","","{Ontario|Niagara Falls Ontario|Canada}",1952-05-06
"1373","George Ferguson (ice hockey)","1952-01-01T00:00:00+02:00","1952-08-22","male","{Ontario|Trenton Ontario|Canada}",1952-08-22
"1374","George Kuzmicz","1952-01-01T00:00:00+02:00","1952-05-24","male","{Canada|Montreal|Quebec}",1952-05-24
"1375","Bernie Lukowich","1952-01-01T00:00:00+02:00","1952-03-18","male","{Saskatchewan|North Battleford|Canada}",1952-03-18
"1376","Bill Barber","1952-01-01T00:00:00+02:00","1952-07-11","male","{Ontario|Callander Ontario|Canada}",1952-07-11
"1377","Billy Harris (ice hockey born 1952)","1952-01-01T00:00:00+02:00","1952-01-29","","{Ontario|Toronto|Canada}",1952-01-29
"1378","Bob Dupuis","1952-01-01T00:00:00+02:00","1952-08-26","","{Ontario|Canada|Blind River Ontario}",1952-08-26
"1379","Brian Bowles (ice hockey)","1952-01-01T00:00:00+02:00","1952-02-18","male","{Drummondville|Canada|Quebec}",1952-02-18
"1380","Brian Ogilvie","1952-01-01T00:00:00+02:00","1952-01-30","","{Alberta|Canada|Stettler Alberta}",1952-01-30
"1381","Brian Walker (ice hockey)","1952-01-01T00:00:00+02:00","1952-05-04","male","{Alberta|Canada|Beaverlodge}",1952-05-04
"1382","Bryan McSheffrey","1952-01-01T00:00:00+02:00","1952-09-25","male","{Ontario|Ottawa|Canada}",1952-09-25
"1383","Jean Lemieux","1952-01-01T00:00:00+02:00","1952-05-31","male","{Rouyn-Noranda|Canada|Quebec}",1952-05-31
"1384","Jerry Byers","1952-01-01T00:00:00+02:00","1952-03-29","male","{Nova Scotia|Kentville|Canada}",1952-03-29
"1385","Jim McMasters","1952-01-01T00:00:00+02:00","1952-09-20","male","{Alberta|High River|Canada}",1952-09-20
"1386","Jim Schoenfeld","1952-01-01T00:00:00+02:00","1952-09-04","male","{Ontario|Cambridge Ontario|Canada}",1952-09-04
"1387","Jimmy Watson (ice hockey)","1952-01-01T00:00:00+02:00","1952-08-19","","{British Columbia|Canada|Smithers British Columbia}",1952-08-19
"1388","Lorne Henning","1952-01-01T00:00:00+02:00","1952-02-22","male","{Saskatchewan|Canada|Melfort Saskatchewan}",1952-02-22
"1389","Marty Gateman","1952-01-01T00:00:00+02:00","1952-12-07","male","{Ontario|Canada|Southampton Ontario}",1952-12-07
"1390","Chris Meloff","1952-01-01T00:00:00+02:00","1952-05-07","male","{Ontario|Toronto|Canada}",1952-05-07
"1391","Scott Garland (ice hockey)","1952-01-01T00:00:00+02:00","1952-05-16","","{Saskatchewan|Regina Saskatchewan|Canada}",1952-05-16
"1392","Warren Anderson (ice hockey)","1952-01-01T00:00:00+02:00","1952-04-13","male","{Ontario|Toronto|Canada}",1952-04-13
"1393","Wayne Merrick","1952-01-01T00:00:00+02:00","1952-04-23","","{Ontario|Sarnia|Canada}",1952-04-23
"1394","D'Arcy Keating","1952-01-01T00:00:00+02:00","1952-12-12","male","{Ontario|Oshawa|Canada}",1952-12-12
"1395","Dan Newman (ice hockey)","1952-01-01T00:00:00+02:00","1952-01-26","male","{Ontario|Windsor Ontario|Canada}",1952-01-26
"1396","John Van Boxmeer","1952-01-01T00:00:00+02:00","1952-11-20","male","{Ontario|Canada|Petrolia Ontario}",1952-11-20
"1397","Ken Ireland","1952-01-01T00:00:00+02:00","1952-01-02","male","{Saskatchewan|Canada|Rosetown Saskatchewan}",1952-01-02
"1398","Jack de Heer","1953-01-01T00:00:00+02:00","1953-05-17","male","{Alberta|Lethbridge|Canada}",1953-05-17
"1399","Eric Vail","1953-01-01T00:00:00+02:00","1953-09-16","male","{Ontario|Canada|Timmins}",1953-09-16
"1400","Tom Colley","1953-01-01T00:00:00+02:00","1953-08-21","","{Ontario|Toronto|Canada}",1953-08-21
"1401","Tom Lysiak","1953-01-01T00:00:00+02:00","1953-04-22","male","{Alberta|Canada|High Prairie}",1953-04-22
"1402","Gord Lane","1953-01-01T00:00:00+02:00","1953-03-31","","{Manitoba|Brandon Manitoba|Canada}",1953-03-31
"1403","Gord Titcomb","1953-01-01T00:00:00+02:00","1953-09-03","male","{New Brunswick|Dalhousie New Brunswick|Canada}",1953-09-03
"1404","Greg Fox (ice hockey)","1953-01-01T00:00:00+02:00","1953-08-12","male","{British Columbia|Vancouver|Canada|Kelowna}",1953-08-12
"1405","Paulin Bordeleau","1953-01-01T00:00:00+02:00","1953-01-29","male","{Rouyn-Noranda|Canada|Quebec}",1953-01-29
"1406","Peter Folco","1953-01-01T00:00:00+02:00","1953-08-13","","{Canada|Montreal|Quebec}",1953-08-13
"1407","Denis Patry","1953-01-01T00:00:00+02:00","1953-12-05","","{Canada|Asbestos Quebec|Quebec}",1953-12-05
"1408","Denis Potvin","1953-01-01T00:00:00+02:00","1953-10-29","male","{Hull Quebec|Canada|Quebec}",1953-10-29
"1409","Dennis Abgrall","1953-01-01T00:00:00+02:00","1953-04-24","","{Saskatchewan|Moosomin Saskatchewan|Canada}",1953-04-24
"1410","Dennis Owchar","1953-01-01T00:00:00+02:00","1953-03-28","male","{Ontario|Dryden Ontario|Canada}",1953-03-28
"1411","Dennis Polonich","1953-01-01T00:00:00+02:00","1953-12-04","male","{Saskatchewan|Canada|Foam Lake}",1953-12-04
"1412","Dennis Ververgaert","1953-01-01T00:00:00+02:00","1953-03-30","male","{Ontario|Grimsby Ontario|Canada}",1953-03-30
"1413","Ross Smith (ice hockey)","1953-01-01T00:00:00+02:00","1953-11-20","male","{Alberta|Canada|Westlock Alberta}",1953-11-20
"1414","Mike Kennedy (ice hockey born 1953)","1953-01-01T00:00:00+02:00","1953-11-21","","{Ontario|Toronto|Canada}",1953-11-21
"1415","Mike Korney","1953-01-01T00:00:00+02:00","1953-09-15","male","{Manitoba|Canada|Dauphin Manitoba}",1953-09-15
"1416","Steve Langdon","1953-01-01T00:00:00+02:00","1953-12-23","male","{Ontario|Toronto|Canada}",1953-12-23
"1417","Lanny McDonald","1953-01-01T00:00:00+02:00","1953-02-16","male","{Alberta|Canada|Hanna Alberta}",1953-02-16
"1418","Larry Goodenough","1953-01-01T00:00:00+02:00","1953-01-19","male","{Ontario|Toronto|Canada}",1953-01-19
"1419","Ed Humphreys","1953-01-01T00:00:00+02:00","1953-06-05","male","{Saskatchewan|Canada|Eston Saskatchewan}",1953-06-05
"1420","John Davidson (ice hockey)","1953-01-01T00:00:00+02:00","1953-02-27","male","{Ontario|Ottawa|Canada}",1953-02-27
"1421","John Flesch","1953-01-01T00:00:00+02:00","1953-07-15","male","{Ontario|Canada|Greater Sudbury}",1953-07-15
"1422","Pat Hickey","1953-01-01T00:00:00+02:00","1953-05-15","","{Brantford|Canada}",1953-05-15
"1423","Randy Holt","1953-01-01T00:00:00+02:00","1953-01-15","male","{Ontario|Pembroke Ontario|Canada}",1953-01-15
"1424","Randy MacGregor","1953-01-01T00:00:00+02:00","1953-07-09","male","{Ontario|London Ontario|Canada}",1953-07-09
"1425","Al Sims","1953-01-01T00:00:00+02:00","1953-04-18","","{Ontario|Toronto|Canada}",1953-04-18
"1426","Rick Meagher","1953-01-01T00:00:00+02:00","1953-11-02","male","{Ontario|Belleville Ontario|Canada}",1953-11-02
"1427","Rick Middleton","1953-01-01T00:00:00+02:00","1953-12-04","","{Ontario|Toronto|Canada}",1953-12-04
"1428","Robbie Neale","1953-01-01T00:00:00+02:00","1953-04-17","","{Manitoba|Winnipeg|Canada}",1953-04-17
"1429","Terry Ewasiuk","1953-01-01T00:00:00+02:00","1953-10-26","male","{Alberta|Canada|Smoky Lake Alberta}",1953-10-26
"1430","Darcy Rota","1953-01-01T00:00:00+02:00","1953-02-16","male","{British Columbia|Vancouver|Canada}",1953-02-16
"1431","Dave Lewis (ice hockey)","1953-01-01T00:00:00+02:00","1953-07-03","male","{Saskatchewan|Kindersley|Canada}",1953-07-03
"1432","George Lyle (ice hockey)","1953-01-01T00:00:00+02:00","1953-11-24","male","{British Columbia|Canada}",1953-11-24
"1433","George Pesut","1953-01-01T00:00:00+02:00","1953-06-17","male","{Saskatchewan|Saskatoon|Canada}",1953-06-17
"1434","Gerard Gibbons","1953-01-01T00:00:00+02:00","1953-01-07","male","{Newfoundland and Labrador|St. John's Newfoundland and Labrador|Canada}",1953-01-07
"1435","Glenn Goldup","1953-01-01T00:00:00+02:00","1953-04-26","male","{Ontario|Canada|St. Catharines}",1953-04-26
"1436","Morris Titanic","1953-01-01T00:00:00+02:00","1953-01-07","male","{Ontario|Toronto|Canada}",1953-01-07
"1437","Bill Laing","1953-01-01T00:00:00+02:00","1953-03-24","male","{Saskatchewan|Harris Saskatchewan|Canada}",1953-03-24
"1438","Blaine Stoughton","1953-01-01T00:00:00+02:00","1953-03-13","","{Gilbert Plains Manitoba|Manitoba|Canada}",1953-03-13
"1439","Blair MacDonald","1953-01-01T00:00:00+02:00","1953-11-17","male","{Ontario|Cornwall Ontario|Canada}",1953-11-17
"1440","Blake Dunlop","1953-01-01T00:00:00+02:00","1953-04-04","male","{Hamilton Ontario|Ontario|Canada}",1953-04-04
"1441","Bob Dailey","1953-01-01T00:00:00+02:00","1953-05-03","","{Ontario|Canada|Kingston Ontario}",1953-05-03
"1442","Bob Gainey","1953-01-01T00:00:00+02:00","1953-12-13","male","{Ontario|Canada|Peterborough Ontario}",1953-12-13
"1443","Bob Gassoff","1953-01-01T00:00:00+02:00","1953-04-17","male","{British Columbia|Canada|Quesnel British Columbia}",1953-04-17
"1444","Bob Neely","1953-01-01T00:00:00+02:00","1953-11-09","male","{Ontario|Sarnia|Canada}",1953-11-09
"1445","Bob Stumpf","1953-01-01T00:00:00+02:00","1953-04-25","male","{Alberta|Milo Alberta|Canada}",1953-04-25
"1446","Brian Molvik","1953-01-01T00:00:00+02:00","1953-08-16","male","{Alberta|Canada|Peace River Alberta}",1953-08-16
"1447","Bruce Greig","1953-01-01T00:00:00+02:00","1953-05-09","male","{Alberta|High River|Canada}",1953-05-09
"1448","Vic Mercredi","1953-01-01T00:00:00+02:00","1953-03-31","","{Northwest Territories|Yellowknife|Canada}",1953-03-31
"1449","Jean Landry (ice hockey)","1953-01-01T00:00:00+02:00","1953-06-14","male","{Canada|Montreal|Quebec}",1953-06-14
"1450","Jean Tétreault","1953-01-01T00:00:00+02:00","1953-01-22","male","{Sainte-Thérèse Quebec|Canada|Quebec}",1953-01-22
"1451","Jim Cowell","1953-01-01T00:00:00+02:00","1953-10-18","male","{Ontario|Newmarket Ontario|Canada}",1953-10-18
"1452","Jim Lynch (ice hockey)","1953-01-01T00:00:00+02:00","1953-06-06","","{Ontario|Toronto|Canada}",1953-06-06
"1453","Jimmy Jones (ice hockey)","1953-01-01T00:00:00+02:00","1953-01-02","male","{Ontario|Canada|Woodbridge Ontario}",1953-01-02
"1454","André Deschamps","1953-01-01T00:00:00+02:00","1953-08-13","male","{Salaberry-de-Valleyfield|Canada|Quebec}",1953-08-13
"1455","André Savard","1953-01-01T00:00:00+02:00","1953-02-09","male","{Témiscaming|Canada|Quebec}",1953-02-09
"1456","Leo Koopmans","1953-01-01T00:00:00+02:00","1953-11-28","","{Ontario|Barrie|Canada}",1953-11-28
"1457","Norm Barnes","1953-01-01T00:00:00+02:00","1953-08-24","","{Ontario|Toronto|Canada}",1953-08-24
"1458","Ian Turnbull (ice hockey)","1953-01-01T00:00:00+02:00","1953-12-22","male","{Pointe-Claire|Canada|Quebec}",1953-12-22
"1459","Chuck Huizinga","1953-01-01T00:00:00+02:00","1953-10-29","male","{Ontario|Sarnia|Canada}",1953-10-29
"1460","Clay Hebenton","1953-01-01T00:00:00+02:00","1953-02-20","male","{British Columbia|Victoria British Columbia|Canada}",1953-02-20
"1461","Cap Raeder","1953-01-01T00:00:00+02:00","1953-10-08","male","{Needham Massachusetts|Canada|Massachusetts|United States}",1953-10-08
"1462","Wayne Bianchin","1953-01-01T00:00:00+02:00","1953-09-06","","{British Columbia|Nanaimo|Canada}",1953-09-06
"1463","Willie Trognitz","1953-01-01T00:00:00+02:00","1953-06-11","male","{Ontario|Canada|Thunder Bay}",1953-06-11
"1464","Colin Campbell (ice hockey executive)","1953-01-01T00:00:00+02:00","1953-01-28","male","{Ontario|London Ontario|Canada}",1953-01-28
"1465","Dan Hinton","1953-01-01T00:00:00+02:00","1953-05-24","male","{Ontario|Toronto|Canada}",1953-05-24
"1466","John Rogers (ice hockey)","1953-01-01T00:00:00+02:00","1953-04-10","","{Saskatchewan|Canada|Paradise Hill Saskatchewan}",1953-04-10
"1467","Ken Houston (ice hockey)","1953-01-01T00:00:00+02:00","1953-09-15","","{Ontario|Canada|Dresden Ontario}",1953-09-15
"1468","Ken Mann","1953-01-01T00:00:00+02:00","1953-09-05","","{Hamilton Ontario|Ontario|Canada}",1953-09-05
"1469","Kevin Neville","1953-01-01T00:00:00+02:00","1953-02-03","male","{Newfoundland and Labrador|Corner Brook|Canada}",1953-02-03
"1470","Jacques Cossette","1954-01-01T00:00:00+02:00","1954-06-20","male","{Rouyn-Noranda|Canada|Quebec}",1954-06-20
"1471","Terry Ruskowski","1954-01-01T00:00:00+02:00","1954-12-31","male","{Saskatchewan|Prince Albert Saskatchewan|Canada}",1954-12-31
"1472","Tiger Williams","1954-01-01T00:00:00+02:00","1954-02-03","male","{Saskatchewan|Canada|Weyburn}",1954-02-03
"1473","Tom Edur","1954-01-01T00:00:00+02:00","1954-11-18","","{Ontario|Toronto|Canada}",1954-11-18
"1474","Goldie Goldthorpe","1954-01-01T00:00:00+02:00","1954-06-20","","{Ontario|Hornepayne|Canada}",1954-06-20
"1475","Gord McTavish","1954-01-01T00:00:00+02:00","1954-06-03","male","{Ontario|Guelph|Canada}",1954-06-03
"1476","Greg Joly","1954-01-01T00:00:00+02:00","1954-05-30","male","{Alberta|Canada|Rocky Mountain House}",1954-05-30
"1477","Paul Evans (ice hockey born 1954)","1954-01-01T00:00:00+02:00","1954-05-02","","{Ontario|Toronto|Canada}",1954-05-02
"1478","Paul Touzin","1954-01-01T00:00:00+02:00","1954-05-19","male","{Canada|Quebec}",1954-05-19
"1479","Peter Driscoll","1954-01-01T00:00:00+02:00","1954-10-27","","{Ontario|Canada|Powassan}",1954-10-27
"1480","Denis Carufel","1954-01-01T00:00:00+02:00","1954-01-23","male","{Canada|Quebec}",1954-01-23
"1481","Dennis Sobchuk","1954-01-01T00:00:00+02:00","1954-01-12","male","{Saskatchewan|Canada|Lang Saskatchewan}",1954-01-12
"1482","Derek Smith (ice hockey born 1954)","1954-01-01T00:00:00+02:00","1954-07-31","male","{Quebec City|Canada|Quebec}",1954-07-31
"1483","Don Hay","1954-01-01T00:00:00+02:00","1954-02-13","male","{British Columbia|Kamloops|Canada}",1954-02-13
"1484","Don McLean (ice hockey)","1954-01-01T00:00:00+02:00","1954-01-19","male","{Ontario|Niagara Falls Ontario|Canada}",1954-01-19
"1485","Doug Risebrough","1954-01-01T00:00:00+02:00","1954-01-29","male","{Ontario|Kitchener Ontario|Canada}",1954-01-29
"1486","Roger Lemelin (ice hockey)","1954-01-01T00:00:00+02:00","1954-02-06","","{Ontario|Canada|Iroquois Falls}",1954-02-06
"1487","Ron Ashton","1954-01-01T00:00:00+02:00","1954-05-08","male","{Saskatchewan|Saskatoon|Canada}",1954-05-08
"1488","Ron Chipperfield","1954-01-01T00:00:00+02:00","1954-03-28","male","{Manitoba|Brandon Manitoba|Canada}",1954-03-28
"1489","Ron Greschner","1954-01-01T00:00:00+02:00","1954-12-22","male","{Saskatchewan|Goodsoil Saskatchewan|Canada}",1954-12-22
"1490","Michel Bergeron (ice hockey)","1954-01-01T00:00:00+02:00","1954-11-11","","{Canada|Chicoutimi|Quebec}",1954-11-11
"1491","Michel Deziel","1954-01-01T00:00:00+02:00","1954-01-31","male","{Sorel-Tracy|Canada|Quebec}",1954-01-31
"1492","Michel Dion","1954-01-01T00:00:00+02:00","1954-02-11","male","{Granby Quebec|Canada|Quebec}",1954-02-11
"1493","Michel Dubois (ice hockey)","1954-01-01T00:00:00+02:00","1954-11-07","male","{Canada|Montreal|Quebec}",1954-11-07
"1494","Mike Boland (ice hockey born 1954)","1954-01-01T00:00:00+02:00","1954-10-29","","{Ontario|London Ontario|Canada}",1954-10-29
"1495","Mike Hobin","1954-01-01T00:00:00+02:00","1954-02-21","male","{Ontario|Sarnia|Canada}",1954-02-21
"1496","Mike Palmateer","1954-01-01T00:00:00+02:00","1954-01-13","male","{Ontario|Toronto|Canada}",1954-01-13
"1497","Mike Rogers (ice hockey)","1954-01-01T00:00:00+02:00","1954-10-24","male","{Alberta|Canada|Calgary}",1954-10-24
"1498","Harold Snepsts","","1954-10-24","male","{Alberta|Edmonton|Canada}",1954-10-24
"1499","Larry Hopkins (ice hockey)","1954-01-01T00:00:00+02:00","1954-03-17","male","{Ontario|Oshawa|Canada}",1954-03-17
"1500","Mario Faubert","1954-01-01T00:00:00+02:00","1954-12-02","","{Salaberry-de-Valleyfield|Canada|Quebec}",1954-12-02
"1501","Mario Lessard","1954-01-01T00:00:00+02:00","1954-06-25","male","{Canada|East Broughton Quebec|Quebec}",1954-06-25
"1502","Jamie Bateman","1954-01-01T00:00:00+02:00","1954-09-16","male","{Thetford Mines|Canada|Quebec}",1954-09-16
"1503","Duane Bray","1954-01-01T00:00:00+02:00","1954-09-24","male","{Manitoba|Flin Flon|Canada}",1954-09-24
"1504","Ed Johnstone","1954-01-01T00:00:00+02:00","1954-03-02","male","{Manitoba|Brandon Manitoba|Canada}",1954-03-02
"1505","Ed Pizunski","1954-01-01T00:00:00+02:00","1954-04-06","male","{Ontario|Toronto|Canada}",1954-04-06
"1506","Eddie Mio","1954-01-01T00:00:00+02:00","1954-01-31","male","{Ontario|Windsor Ontario|Canada}",1954-01-31
"1507","John Hughes (ice hockey born 1954)","1954-01-01T00:00:00+02:00","1954-03-18","male","{Prince Edward Island|Canada|Charlottetown}",1954-03-18
"1508","Barry Legge","1954-01-01T00:00:00+02:00","1954-10-22","male","{Manitoba|Winnipeg|Canada}",1954-10-22
"1509","Randy Andreachuk","1954-01-01T00:00:00+02:00","1954-07-19","male","{Alberta|Lethbridge|Canada}",1954-07-19
"1510","Rich Nantais","1954-01-01T00:00:00+02:00","1954-10-27","","{Repentigny Quebec|Canada|Quebec}",1954-10-27
